age,job,marital,education,default,balance,housing,loan
31,management,divorced,secondary,no,4329,yes,no
21,management,single,primary,no,4148,yes,no
40,services,single,primary,no,1214,yes,no
34,blue-collar,divorced,secondary,no,2117,yes,no
48,technician,married,primary,no,1297,no,yes
29,admin.,married,secondary,no,287,no,no
26,admin.,married,secondary,no,888,yes,no
47,management,married,tertiary,no,544,yes,no
42,technician,divorced,secondary,no,1546,no,no
30,blue-collar,married,tertiary,no,1978,yes,no
30,technician,married,tertiary,no,662,no,no
33,student,married,tertiary,no,2538,no,no
42,admin.,married,secondary,no,490,no,no
28,admin.,married,primary,no,-376,no,no
55,technician,married,secondary,no,396,no,no
25,blue-collar,married,secondary,no,265,no,no
24,blue-collar,married,secondary,no,499,yes,yes
77,admin.,married,tertiary,no,438,yes,no
44,management,divorced,primary,no,6531,yes,no
43,admin.,single,secondary,no,623,no,yes
46,management,married,secondary,no,2791,yes,no
27,blue-collar,married,secondary,no,274,no,no
25,blue-collar,single,secondary,no,5530,yes,yes
43,admin.,married,tertiary,no,840,no,no
51,blue-collar,married,tertiary,no,546,yes,yes
42,technician,married,secondary,no,547,yes,no
27,admin.,divorced,secondary,no,599,yes,no
21,technician,divorced,secondary,no,2223,yes,no
57,entrepreneur,married,secondary,no,735,yes,no
53,student,married,secondary,no,-2072,yes,no
28,blue-collar,married,secondary,no,1992,yes,no
29,technician,married,tertiary,no,56,no,yes
32,retired,divorced,primary,no,-172,yes,yes
42,retired,married,secondary,no,504,yes,no
33,admin.,single,secondary,no,767,no,no
35,blue-collar,married,secondary,no,100,no,yes
49,entrepreneur,married,primary,no,212,no,yes
38,retired,married,primary,no,1499,no,yes
35,management,single,secondary,no,372,yes,no
22,unemployed,married,secondary,no,2378,no,no
36,technician,married,secondary,no,2057,no,yes
29,self-employed,divorced,secondary,no,-115,yes,no
23,student,single,secondary,yes,656,yes,no
54,services,single,secondary,no,1490,yes,no
58,technician,single,tertiary,no,-447,yes,no
50,technician,married,secondary,no,6495,yes,no
21,blue-collar,married,secondary,no,873,yes,no
33,services,divorced,secondary,no,1164,yes,no
46,technician,married,tertiary,no,1661,yes,no
30,management,married,secondary,no,2956,yes,no
43,services,divorced,secondary,no,3449,no,no
40,admin.,divorced,secondary,no,1010,yes,no
26,admin.,married,tertiary,no,335,yes,yes
32,technician,married,tertiary,no,-110,yes,no
25,technician,single,tertiary,no,20,yes,no
54,blue-collar,married,tertiary,no,602,yes,no
27,management,divorced,secondary,no,1735,yes,no
37,technician,married,tertiary,no,331,no,no
25,housemaid,married,tertiary,no,481,yes,yes
31,blue-collar,divorced,primary,no,8953,yes,no
36,admin.,married,secondary,no,1917,yes,no
32,services,married,tertiary,no,1272,no,yes
47,technician,married,secondary,no,574,yes,no
59,admin.,married,tertiary,no,-95,no,no
32,blue-collar,married,tertiary,no,-310,yes,no
33,services,married,secondary,no,395,no,no
29,technician,married,tertiary,no,622,no,no
28,retired,single,secondary,no,2124,yes,no
33,entrepreneur,single,tertiary,no,-111,no,yes
36,blue-collar,married,secondary,no,1132,yes,no
39,technician,married,tertiary,no,243,yes,no
42,self-employed,divorced,secondary,no,518,no,no
38,technician,single,primary,no,-136,yes,no
37,blue-collar,married,tertiary,no,152,yes,no
44,retired,married,tertiary,no,-407,yes,no
53,admin.,married,secondary,no,1119,no,no
42,retired,single,secondary,no,-260,no,no
26,admin.,divorced,secondary,no,2436,yes,no
34,blue-collar,single,secondary,no,1704,yes,no
24,blue-collar,married,unknown,yes,2067,no,no
58,admin.,married,tertiary,no,2070,no,no
32,management,married,tertiary,no,999,yes,no
39,services,married,tertiary,no,357,yes,no
33,admin.,divorced,secondary,no,596,no,no
25,blue-collar,single,secondary,no,2709,yes,yes
41,admin.,married,unknown,no,87,no,no
39,technician,married,primary,no,5841,no,yes
59,retired,divorced,tertiary,no,1148,no,no
27,technician,divorced,tertiary,no,410,yes,no
35,blue-collar,single,secondary,no,3949,yes,no
47,blue-collar,married,unknown,no,1419,no,no
26,unemployed,married,tertiary,no,710,no,no
34,admin.,married,secondary,no,3610,no,no
22,admin.,single,tertiary,no,4760,no,no
21,management,married,tertiary,no,-60,no,no
38,technician,single,secondary,no,2077,no,yes
30,management,single,secondary,no,-784,no,no
43,blue-collar,married,secondary,no,559,no,no
50,services,married,secondary,no,1484,no,no
34,blue-collar,married,tertiary,no,81,yes,no
29,management,married,tertiary,no,5012,yes,no
35,housemaid,married,tertiary,no,265,yes,no
31,entrepreneur,married,primary,no,576,no,no
33,technician,married,tertiary,no,370,no,no
28,blue-collar,divorced,tertiary,no,580,yes,no
39,management,married,secondary,no,260,no,yes
35,management,married,tertiary,no,2646,no,no
26,management,married,secondary,no,1985,yes,no
24,technician,married,unknown,no,1493,yes,no
36,technician,married,tertiary,yes,215,yes,no
39,self-employed,married,primary,no,2342,no,no
36,management,divorced,secondary,no,336,no,no
33,services,married,secondary,no,427,yes,no
38,technician,married,primary,no,537,no,no
22,blue-collar,single,secondary,no,4146,yes,no
35,entrepreneur,married,secondary,no,-117,yes,yes
38,technician,single,tertiary,no,176,yes,no
37,management,married,tertiary,yes,3949,yes,no
39,blue-collar,married,primary,no,1875,no,no
29,technician,single,secondary,no,208,yes,yes
21,retired,married,tertiary,no,-1092,no,yes
49,blue-collar,married,tertiary,no,278,no,no
27,blue-collar,single,unknown,no,367,no,no
21,blue-collar,married,secondary,no,2349,yes,no
65,management,married,unknown,no,1875,no,no
40,blue-collar,married,secondary,no,70,yes,no
52,blue-collar,divorced,primary,no,122,yes,yes
24,admin.,married,tertiary,no,258,no,yes
45,services,married,secondary,no,404,yes,no
50,blue-collar,divorced,tertiary,no,338,no,no
33,admin.,married,secondary,no,1632,no,no
61,admin.,married,secondary,no,-16,yes,no
50,management,single,tertiary,yes,670,yes,no
42,unemployed,married,tertiary,no,578,no,no
27,entrepreneur,married,unknown,no,350,yes,no
32,unemployed,married,secondary,no,507,yes,no
38,admin.,single,tertiary,no,99,no,no
38,technician,married,tertiary,no,280,no,yes
34,technician,single,secondary,no,407,yes,yes
28,blue-collar,married,tertiary,no,-313,yes,no
48,technician,married,secondary,no,-121,yes,no
36,management,married,secondary,no,332,no,no
30,blue-collar,married,tertiary,no,-56,no,no
23,entrepreneur,divorced,secondary,no,4134,no,yes
29,admin.,single,secondary,no,7447,no,no
50,management,married,tertiary,no,71,yes,no
43,admin.,married,secondary,no,2347,yes,yes
30,blue-collar,single,secondary,no,1472,no,no
52,technician,divorced,secondary,no,526,yes,no
27,services,married,tertiary,no,531,no,no
30,blue-collar,single,secondary,no,2927,no,no
34,technician,single,secondary,no,882,no,no
29,services,married,secondary,no,1533,no,no
27,blue-collar,married,secondary,no,1663,yes,no
45,admin.,married,tertiary,no,6016,yes,no
35,management,single,secondary,no,-1158,yes,no
47,technician,married,tertiary,no,-57,no,yes
31,self-employed,married,tertiary,no,550,yes,no
53,technician,married,secondary,no,81,no,yes
55,management,married,secondary,no,462,yes,yes
24,services,single,primary,no,2749,yes,no
30,technician,married,secondary,no,1651,yes,no
35,technician,married,unknown,no,156,yes,no
26,technician,divorced,secondary,no,-141,no,no
46,technician,divorced,tertiary,yes,440,no,no
23,management,married,tertiary,no,-122,no,no
43,services,married,tertiary,no,503,yes,no
21,services,married,unknown,no,1969,yes,no
47,blue-collar,single,tertiary,no,3253,yes,no
40,blue-collar,divorced,tertiary,no,-210,no,no
37,blue-collar,married,secondary,no,537,yes,no
25,retired,married,tertiary,no,-24,yes,no
25,management,married,secondary,no,112,yes,no
32,services,married,primary,no,372,yes,no
39,services,single,secondary,no,1669,yes,yes
30,blue-collar,divorced,primary,no,1487,no,yes
50,blue-collar,single,tertiary,no,4970,yes,yes
38,unemployed,married,primary,no,1010,no,no
40,technician,married,unknown,no,1718,no,yes
35,entrepreneur,married,tertiary,no,1390,no,no
42,blue-collar,single,secondary,no,1663,yes,yes
59,services,married,secondary,no,350,yes,no
27,technician,married,tertiary,no,622,no,no
20,blue-collar,married,tertiary,no,1739,yes,no
51,management,married,secondary,no,-221,no,no
60,technician,married,tertiary,no,3636,no,no
26,admin.,married,secondary,no,142,no,no
52,technician,divorced,tertiary,no,264,no,yes
50,technician,divorced,secondary,no,5183,yes,yes
30,services,married,secondary,no,2959,yes,no
40,blue-collar,divorced,secondary,no,-140,no,no
38,services,married,secondary,no,2761,yes,no
31,blue-collar,married,primary,no,398,no,yes
26,retired,single,tertiary,yes,3375,no,no
20,admin.,married,secondary,no,2078,yes,no
31,management,married,primary,no,1687,no,no
29,retired,married,tertiary,no,429,yes,no
51,blue-collar,married,tertiary,no,270,yes,yes
24,blue-collar,single,primary,no,1912,yes,no
35,management,divorced,tertiary,no,-347,yes,yes
26,blue-collar,married,secondary,no,648,yes,no
39,management,single,tertiary,yes,1031,no,no
35,admin.,single,tertiary,no,1252,no,no
21,retired,married,unknown,no,178,no,no
22,unemployed,married,secondary,no,316,yes,no
45,blue-collar,married,tertiary,no,568,no,no
23,technician,married,secondary,no,461,no,no
32,services,single,unknown,no,11907,no,no
35,technician,single,secondary,no,2818,no,yes
39,blue-collar,single,primary,no,6305,yes,no
27,blue-collar,divorced,tertiary,no,1379,yes,yes
58,admin.,married,tertiary,no,1256,no,no
27,admin.,single,primary,no,1653,yes,no
23,management,married,tertiary,no,1573,yes,no
43,blue-collar,married,tertiary,no,295,no,no
38,technician,divorced,tertiary,no,750,yes,no
34,admin.,married,secondary,no,215,no,no
32,admin.,married,tertiary,no,869,no,no
32,management,divorced,secondary,no,2296,no,no
27,technician,married,secondary,no,-37,no,yes
40,technician,married,secondary,no,322,no,yes
36,management,married,primary,no,544,yes,no
56,technician,married,secondary,no,4079,no,no
47,student,married,secondary,no,220,yes,no
57,admin.,divorced,secondary,no,1760,yes,no
37,admin.,single,tertiary,no,1185,no,no
25,technician,married,unknown,no,453,yes,no
24,retired,married,secondary,no,1450,no,no
24,management,married,tertiary,no,353,no,yes
23,admin.,married,secondary,no,345,yes,no
36,management,married,secondary,no,-12,no,no
37,admin.,married,unknown,no,50,yes,no
46,admin.,married,unknown,no,306,no,yes
39,student,married,tertiary,no,914,no,no
22,technician,married,unknown,no,1930,yes,no
53,technician,married,tertiary,no,-75,yes,no
45,management,married,primary,no,284,yes,no
41,blue-collar,married,secondary,no,1489,yes,no
56,admin.,single,primary,no,3701,yes,no
22,retired,single,tertiary,no,30050,yes,no
33,blue-collar,married,primary,no,1952,yes,no
38,management,divorced,tertiary,no,479,no,no
38,admin.,married,secondary,no,730,yes,no
19,management,married,secondary,no,4273,no,no
22,management,married,tertiary,no,5673,no,no
50,blue-collar,married,secondary,no,3299,no,yes
53,technician,married,tertiary,no,1413,no,no
23,admin.,married,primary,no,511,no,yes
49,management,married,secondary,no,-126,yes,no
62,blue-collar,married,tertiary,no,368,yes,no
32,technician,married,secondary,no,1230,no,yes
33,technician,single,secondary,no,-250,yes,no
33,admin.,married,tertiary,no,2572,yes,no
25,admin.,married,secondary,no,399,no,no
27,technician,divorced,secondary,no,5254,no,no
31,technician,divorced,tertiary,yes,492,no,no
25,admin.,single,unknown,no,343,no,no
26,management,single,tertiary,no,-51,no,no
52,entrepreneur,married,unknown,no,502,no,no
51,admin.,married,primary,no,5459,no,no
37,blue-collar,single,secondary,no,133,no,no
34,admin.,married,secondary,no,8140,yes,no
35,blue-collar,married,tertiary,no,2280,no,yes
22,technician,married,secondary,no,772,no,no
38,blue-collar,single,primary,no,568,yes,no
43,management,married,secondary,no,2147,no,yes
36,technician,married,secondary,no,1284,yes,no
48,admin.,married,secondary,no,558,no,no
27,blue-collar,married,secondary,no,428,no,no
38,services,married,primary,no,946,yes,no
26,technician,single,tertiary,no,518,yes,no
38,management,married,secondary,no,517,no,no
25,services,single,unknown,no,427,yes,no
45,services,married,unknown,no,879,no,yes
30,management,married,tertiary,no,1612,yes,no
47,services,married,secondary,no,-1009,yes,no
46,self-employed,married,secondary,no,-991,yes,no
27,admin.,divorced,tertiary,no,494,no,no
30,blue-collar,single,primary,no,4318,yes,no
47,services,married,tertiary,no,27450,yes,no
49,blue-collar,married,primary,no,7643,no,no
36,blue-collar,married,tertiary,no,378,yes,no
50,technician,married,unknown,no,120,no,no
54,blue-collar,single,tertiary,no,1263,yes,no
26,technician,married,tertiary,no,3220,no,yes
55,blue-collar,divorced,secondary,no,425,no,no
33,technician,married,secondary,no,220,no,no
37,blue-collar,married,tertiary,no,2492,yes,no
34,admin.,single,unknown,no,189,no,no
49,management,married,tertiary,no,351,yes,no
27,admin.,married,primary,yes,2681,yes,no
30,self-employed,married,tertiary,no,325,no,no
48,blue-collar,married,primary,no,1910,no,no
23,admin.,single,secondary,no,71,yes,no
49,blue-collar,married,primary,no,298,yes,no
25,self-employed,married,secondary,no,-223,no,no
20,admin.,married,tertiary,no,3047,no,yes
28,technician,married,primary,no,79,yes,no
48,management,single,tertiary,no,491,no,no
33,technician,single,primary,no,70,yes,no
32,technician,divorced,primary,no,404,yes,yes
24,housemaid,married,tertiary,no,31,no,no
35,technician,married,secondary,no,478,yes,no
30,technician,divorced,secondary,no,1824,no,yes
24,blue-collar,single,tertiary,no,1253,yes,no
24,admin.,married,secondary,yes,1408,yes,no
49,blue-collar,married,tertiary,no,-1160,yes,yes
59,admin.,single,secondary,no,592,no,yes
40,technician,married,secondary,no,-1179,no,no
23,blue-collar,single,secondary,no,1784,yes,no
33,technician,married,secondary,no,2590,no,no
39,blue-collar,married,tertiary,no,-161,no,no
48,management,married,primary,no,52,no,no
29,blue-collar,married,tertiary,no,278,yes,no
25,technician,single,primary,no,849,no,yes
35,management,married,tertiary,no,1067,no,yes
28,technician,married,secondary,no,707,yes,no
48,services,single,secondary,no,4241,no,no
53,blue-collar,divorced,tertiary,no,446,no,no
37,management,married,tertiary,no,248,no,no
24,blue-collar,married,tertiary,no,265,yes,yes
38,blue-collar,divorced,secondary,no,3112,yes,yes
23,admin.,married,tertiary,no,24,yes,no
33,retired,divorced,secondary,no,-753,yes,no
36,management,married,tertiary,no,109,yes,no
26,technician,married,tertiary,no,324,no,no
29,management,married,secondary,no,2137,no,no
35,technician,married,primary,no,2788,yes,yes
39,technician,married,tertiary,no,3082,yes,no
21,technician,married,secondary,no,658,yes,no
28,retired,married,secondary,no,6221,yes,no
38,blue-collar,single,secondary,no,1074,yes,yes
30,services,single,unknown,no,-1194,no,no
39,blue-collar,married,primary,no,385,no,yes
26,blue-collar,married,primary,no,3774,yes,yes
32,admin.,divorced,secondary,no,3512,yes,no
29,management,married,secondary,no,1154,no,yes
25,admin.,married,secondary,no,3690,no,no
30,admin.,divorced,secondary,no,82,no,no
31,blue-collar,married,secondary,no,186,no,yes
50,blue-collar,married,unknown,no,1386,no,yes
49,blue-collar,married,tertiary,no,1826,yes,no
25,technician,married,tertiary,no,5749,no,no
20,services,divorced,secondary,no,5059,no,yes
40,management,married,tertiary,no,656,no,no
34,services,divorced,secondary,yes,21702,yes,no
30,technician,single,secondary,no,2329,yes,no
42,admin.,married,tertiary,no,1921,yes,no
28,technician,married,tertiary,yes,-51,no,yes
52,technician,married,secondary,no,399,yes,no
36,student,divorced,secondary,no,5096,no,yes
51,technician,married,secondary,no,3364,no,no
51,management,married,secondary,no,1121,yes,no
32,admin.,married,secondary,no,1697,yes,no
48,admin.,married,tertiary,no,1231,no,yes
31,admin.,married,primary,yes,915,no,no
28,technician,married,tertiary,no,436,no,yes
32,management,married,secondary,no,4150,yes,no
30,technician,married,tertiary,no,3489,yes,no
39,admin.,married,tertiary,yes,4211,yes,yes
