contact,day,month,duration,campaign,pdays,previous,poutcome,y_bool
unknown,4,sep,406,1,-1,0,unknown,0
cellular,21,may,94,3,-1,0,unknown,0
unknown,19,jun,1425,1,-1,0,other,0
unknown,19,sep,484,3,-1,0,unknown,1
unknown,14,may,511,2,-1,0,unknown,0
telephone,13,jun,152,2,-1,0,unknown,1
cellular,2,jun,70,2,-1,0,unknown,0
telephone,18,jul,832,2,-1,0,other,0
cellular,12,jan,80,2,45,0,other,0
cellular,8,jun,126,3,-1,0,unknown,0
cellular,19,nov,192,3,-1,0,failure,0
unknown,22,jul,42,1,-1,0,unknown,0
cellular,1,nov,237,2,-1,0,unknown,0
cellular,7,aug,223,2,20,0,unknown,0
cellular,8,aug,15,2,-1,0,unknown,0
cellular,31,jul,133,2,-1,0,failure,0
cellular,4,aug,423,1,-1,0,unknown,0
cellular,5,jul,394,2,-1,0,unknown,0
cellular,16,nov,70,1,-1,0,failure,0
cellular,16,jul,213,1,-1,0,failure,0
unknown,30,jul,542,2,-1,0,unknown,0
unknown,4,feb,664,1,-1,0,unknown,0
cellular,4,may,997,1,-1,0,unknown,0
cellular,17,feb,168,1,-1,0,unknown,1
unknown,22,jul,244,3,-1,0,unknown,1
cellular,5,jul,507,1,-1,0,unknown,0
cellular,10,may,144,1,-1,0,unknown,0
unknown,17,aug,227,1,152,0,failure,0
cellular,20,jun,108,2,-1,0,unknown,1
cellular,18,jun,401,2,83,0,unknown,0
cellular,16,nov,237,2,-1,0,other,0
cellular,11,nov,151,1,-1,0,other,0
cellular,12,aug,509,1,-1,0,unknown,0
telephone,25,jun,129,1,-1,0,unknown,0
unknown,22,jul,224,2,-1,0,unknown,0
cellular,12,aug,10,1,-1,0,unknown,0
cellular,12,jul,332,2,-1,0,unknown,0
cellular,7,nov,161,3,-1,0,unknown,0
cellular,30,jul,189,2,-1,0,unknown,1
cellular,19,jul,52,2,-1,0,failure,0
cellular,5,may,56,2,-1,0,unknown,0
unknown,21,nov,154,6,-1,0,unknown,0
cellular,5,jun,283,3,-1,0,other,1
cellular,2,may,603,2,-1,0,failure,0
cellular,8,jun,140,2,-1,0,unknown,0
cellular,7,may,1561,2,-1,0,failure,1
cellular,1,jun,11,2,-1,0,unknown,0
cellular,12,jul,298,2,-1,0,unknown,0
cellular,10,jun,116,1,-1,0,unknown,0
unknown,2,jun,246,1,-1,0,unknown,0
cellular,5,apr,279,1,-1,0,unknown,0
cellular,5,jul,109,2,-1,4,failure,0
unknown,16,may,359,2,-1,0,unknown,0
cellular,4,nov,291,2,-1,0,unknown,1
cellular,15,apr,94,1,-1,0,unknown,0
telephone,9,aug,119,23,-1,0,unknown,1
unknown,8,feb,104,1,-1,0,failure,1
unknown,12,nov,288,1,-1,0,failure,1
cellular,4,may,42,2,-1,0,failure,0
cellular,18,jul,170,1,-1,0,unknown,1
cellular,11,aug,137,2,-1,0,unknown,0
unknown,17,apr,95,1,-1,0,failure,0
cellular,2,jul,746,1,-1,0,failure,0
telephone,30,may,39,1,30,0,unknown,1
cellular,8,oct,139,2,-1,0,unknown,0
cellular,18,jul,108,1,-1,0,unknown,0
unknown,2,jun,215,2,-1,0,unknown,1
cellular,4,may,171,2,-1,0,unknown,0
cellular,3,jun,75,2,-1,0,unknown,1
unknown,14,jul,299,3,-1,0,failure,1
cellular,14,jul,548,5,-1,0,unknown,0
cellular,28,apr,140,1,-1,0,unknown,0
cellular,8,may,256,1,-1,0,unknown,0
cellular,8,feb,35,1,-1,0,unknown,0
cellular,22,apr,299,1,-1,0,failure,0
unknown,11,may,80,1,-1,0,unknown,0
cellular,9,apr,127,1,-1,0,failure,1
cellular,14,feb,341,3,-1,0,unknown,0
unknown,21,apr,243,2,-1,0,unknown,0
cellular,13,mar,20,3,-1,0,unknown,0
unknown,4,jun,82,1,-1,0,unknown,0
cellular,3,apr,318,2,-1,0,unknown,0
unknown,14,apr,207,1,-1,0,unknown,0
cellular,31,jul,185,1,-1,0,unknown,0
unknown,28,may,184,1,-1,0,unknown,0
cellular,7,may,343,2,-1,0,unknown,1
cellular,16,dec,403,1,-1,0,unknown,0
unknown,21,may,272,2,-1,0,unknown,1
cellular,1,nov,120,8,-1,0,unknown,0
cellular,20,oct,78,1,-1,0,unknown,0
cellular,17,jul,1284,1,-1,0,unknown,1
cellular,7,aug,35,1,-1,0,unknown,0
cellular,1,apr,178,1,-1,0,failure,0
unknown,12,nov,343,2,-1,0,unknown,0
cellular,6,aug,101,3,-1,0,failure,0
telephone,18,may,69,1,-1,0,unknown,0
cellular,1,aug,299,2,-1,0,unknown,0
unknown,10,apr,54,2,-1,0,failure,0
cellular,2,nov,98,8,-1,0,unknown,0
cellular,9,feb,599,2,-1,0,unknown,0
cellular,1,nov,46,2,-1,0,unknown,0
unknown,11,nov,524,2,-1,0,other,0
cellular,3,jan,139,2,-1,0,unknown,0
unknown,8,may,45,1,-1,0,unknown,0
unknown,1,may,126,2,-1,0,unknown,0
cellular,20,feb,417,3,-1,0,unknown,1
unknown,17,nov,564,1,-1,0,unknown,0
cellular,14,aug,382,2,-1,0,unknown,0
unknown,4,may,52,1,-1,0,unknown,1
cellular,5,apr,405,1,-1,0,unknown,0
telephone,1,jul,84,2,-1,0,unknown,0
cellular,1,aug,265,2,-1,0,failure,0
cellular,1,sep,67,2,-1,0,failure,0
cellular,20,jul,587,2,-1,0,unknown,0
cellular,22,jul,183,1,-1,0,failure,0
cellular,22,nov,101,3,-1,0,unknown,0
unknown,20,jul,171,1,-1,0,unknown,0
unknown,9,nov,111,2,-1,0,unknown,0
cellular,27,may,5,2,-1,0,unknown,1
unknown,6,jun,216,1,-1,0,unknown,0
unknown,11,jun,390,1,-1,0,failure,0
cellular,15,jul,146,2,-1,0,unknown,0
cellular,7,may,64,2,-1,0,unknown,0
unknown,20,jul,65,2,43,0,unknown,0
cellular,9,may,202,3,-1,0,other,0
cellular,7,apr,321,4,-1,0,other,1
unknown,15,jul,296,1,-1,0,unknown,0
telephone,3,jun,200,2,-1,0,unknown,0
cellular,9,jun,188,1,-1,0,unknown,0
telephone,14,jun,589,3,-1,0,unknown,0
cellular,13,jun,1092,3,-1,0,unknown,1
cellular,17,jul,297,2,-1,0,unknown,0
unknown,18,aug,347,3,-1,0,unknown,0
cellular,17,jul,336,2,-1,0,unknown,0
cellular,4,jul,701,1,-1,2,unknown,1
cellular,17,jul,148,2,-1,0,success,1
unknown,29,may,138,1,-1,0,unknown,0
cellular,20,may,140,2,-1,0,unknown,0
cellular,6,feb,207,2,-1,0,unknown,1
cellular,8,jul,47,2,-1,0,unknown,1
cellular,27,nov,58,1,-1,0,unknown,1
cellular,29,jan,233,3,-1,0,failure,0
cellular,4,nov,192,1,-1,0,unknown,0
cellular,29,apr,179,2,-1,0,failure,0
cellular,1,may,168,3,-1,0,unknown,1
unknown,13,feb,764,1,-1,0,unknown,0
unknown,9,jun,87,2,-1,0,unknown,0
unknown,13,nov,195,2,-1,0,unknown,1
unknown,7,may,156,4,-1,0,unknown,0
cellular,3,jun,1232,2,-1,0,unknown,0
cellular,7,may,262,2,-1,0,failure,0
cellular,11,nov,233,1,-1,0,unknown,0
telephone,5,jul,185,2,-1,0,unknown,1
unknown,4,nov,392,1,-1,0,failure,0
cellular,3,may,212,2,-1,0,unknown,1
unknown,9,jul,27,1,-1,0,failure,1
cellular,5,jul,318,1,192,0,failure,0
unknown,29,may,328,2,-1,0,success,0
cellular,17,apr,593,2,-1,0,unknown,0
cellular,23,jun,145,2,-1,0,unknown,0
cellular,16,apr,77,2,-1,0,failure,0
unknown,14,may,112,3,-1,0,failure,1
unknown,2,aug,200,1,-1,0,unknown,0
unknown,31,jul,263,2,-1,0,unknown,1
telephone,4,jul,284,2,-1,0,unknown,0
unknown,31,jul,129,2,-1,0,failure,0
cellular,8,jul,264,1,-1,0,failure,0
cellular,17,nov,240,1,-1,0,unknown,0
cellular,20,may,1664,2,-1,0,unknown,0
unknown,31,jul,129,2,-1,0,unknown,0
unknown,2,nov,116,3,-1,0,failure,0
telephone,16,nov,389,1,-1,0,unknown,0
unknown,3,nov,390,1,-1,2,other,1
unknown,1,may,47,1,-1,0,unknown,1
cellular,19,may,302,2,-1,0,failure,0
cellular,15,dec,195,3,-1,0,unknown,0
cellular,20,sep,234,2,-1,0,unknown,0
unknown,3,feb,41,1,-1,0,failure,0
cellular,15,jul,218,2,-1,0,unknown,0
unknown,10,jun,198,2,-1,0,unknown,0
cellular,12,may,70,1,-1,0,unknown,0
cellular,7,apr,79,2,-1,0,failure,1
cellular,4,jul,178,3,-1,1,unknown,0
unknown,16,jul,46,2,-1,0,other,0
cellular,29,jul,98,2,-1,0,failure,1
unknown,15,jul,413,1,-1,0,unknown,1
unknown,4,jul,7,2,-1,0,unknown,0
cellular,14,jan,7,1,-1,0,unknown,0
unknown,7,feb,124,2,-1,0,unknown,1
cellular,13,dec,59,2,-1,3,unknown,0
cellular,3,jun,259,1,-1,0,unknown,1
cellular,8,apr,268,1,-1,1,unknown,0
unknown,3,feb,410,2,-1,0,unknown,1
cellular,13,may,23,2,-1,0,other,0
cellular,6,aug,81,2,-1,0,unknown,0
cellular,5,nov,2083,2,-1,0,unknown,0
cellular,4,aug,947,1,-1,0,unknown,0
telephone,6,jun,170,3,-1,0,failure,0
unknown,29,sep,608,1,-1,0,unknown,0
cellular,6,jul,394,2,-1,0,failure,0
cellular,18,jul,382,2,-1,0,unknown,0
telephone,6,may,144,2,-1,0,unknown,0
cellular,21,jul,734,2,-1,0,unknown,0
unknown,6,aug,141,1,-1,0,unknown,1
unknown,3,jun,269,2,-1,0,failure,1
telephone,1,jul,1166,2,-1,0,unknown,1
cellular,8,jul,11,2,-1,0,unknown,1
cellular,10,jun,123,2,75,0,unknown,0
telephone,13,jul,290,2,-1,0,unknown,0
unknown,19,jul,139,2,-1,0,unknown,1
cellular,14,feb,17,2,-1,0,unknown,0
cellular,19,may,95,3,40,0,unknown,0
telephone,7,may,266,2,-1,0,unknown,0
unknown,1,apr,111,4,-1,0,failure,0
cellular,2,nov,79,2,-1,0,failure,0
unknown,2,feb,110,2,-1,0,failure,1
cellular,3,may,120,2,-1,1,success,0
cellular,10,jul,652,1,-1,0,failure,0
cellular,9,nov,29,3,-1,0,unknown,0
cellular,4,jul,229,1,-1,0,unknown,0
unknown,18,nov,115,2,-1,0,unknown,0
unknown,9,feb,257,1,-1,0,unknown,1
cellular,24,jan,128,1,-1,0,unknown,0
cellular,7,jul,138,1,-1,0,failure,0
unknown,14,aug,248,2,-1,2,other,0
unknown,4,jul,45,2,-1,4,failure,1
unknown,1,jun,797,2,-1,0,unknown,0
unknown,17,jun,429,2,12,0,unknown,1
cellular,5,jul,118,1,-1,0,unknown,0
cellular,2,may,337,3,-1,0,unknown,1
cellular,3,jul,1002,1,-1,0,unknown,0
unknown,31,nov,419,2,-1,0,unknown,0
cellular,5,may,339,2,-1,0,unknown,0
unknown,7,sep,96,1,-1,0,unknown,1
cellular,12,jul,277,1,-1,0,unknown,0
unknown,8,jul,107,1,-1,0,unknown,0
cellular,17,may,193,3,-1,0,unknown,1
cellular,13,feb,228,2,-1,0,unknown,1
unknown,9,jul,26,2,-1,0,failure,1
cellular,26,jul,425,2,-1,0,failure,1
telephone,5,may,76,2,-1,0,unknown,1
unknown,24,jun,67,1,-1,0,unknown,0
unknown,23,jul,341,1,-1,0,unknown,0
unknown,14,jun,132,2,-1,0,failure,1
cellular,7,may,427,2,-1,0,unknown,0
unknown,2,apr,112,2,-1,0,unknown,0
telephone,15,may,565,1,-1,0,unknown,0
cellular,19,aug,33,3,-1,0,other,0
cellular,22,jul,172,2,-1,0,unknown,0
cellular,16,feb,192,2,-1,0,unknown,0
cellular,4,jul,151,1,-1,0,unknown,0
cellular,4,sep,350,1,-1,0,unknown,0
cellular,2,apr,6,2,-1,0,unknown,0
cellular,8,jul,391,1,-1,0,unknown,0
cellular,31,may,106,1,-1,0,unknown,1
unknown,3,nov,288,1,-1,0,unknown,1
cellular,11,jul,369,1,-1,0,unknown,0
cellular,17,jul,121,2,-1,0,failure,1
telephone,8,may,57,2,-1,0,other,0
cellular,16,nov,171,4,-1,0,unknown,1
cellular,23,may,175,2,-1,0,unknown,0
unknown,25,nov,2139,1,-1,0,unknown,0
unknown,5,may,512,2,-1,0,unknown,0
unknown,3,nov,178,1,-1,0,unknown,0
unknown,27,aug,207,1,-1,0,unknown,0
cellular,14,apr,158,1,-1,0,failure,0
unknown,1,jul,79,2,-1,0,unknown,0
unknown,23,jul,281,1,-1,0,unknown,1
unknown,15,jul,56,3,-1,0,unknown,1
cellular,16,jun,693,2,-1,0,unknown,0
cellular,24,jun,407,2,-1,0,other,0
cellular,11,nov,368,1,-1,0,failure,0
cellular,6,sep,290,1,-1,0,failure,0
unknown,5,jul,835,2,-1,0,unknown,0
telephone,24,aug,320,2,-1,0,unknown,0
cellular,6,may,103,2,-1,0,unknown,0
telephone,15,nov,84,2,-1,0,unknown,0
cellular,15,aug,508,2,-1,0,unknown,0
cellular,21,may,68,2,-1,2,unknown,0
cellular,13,sep,197,2,-1,0,unknown,0
cellular,13,nov,144,2,-1,0,failure,1
cellular,5,dec,687,3,194,0,success,0
cellular,15,nov,186,1,-1,0,unknown,0
unknown,14,feb,167,2,56,0,unknown,0
unknown,5,jan,964,13,-1,0,failure,0
cellular,1,aug,199,1,-1,0,failure,0
unknown,18,jul,470,2,-1,0,unknown,0
cellular,6,jul,105,2,-1,0,unknown,0
telephone,1,jun,117,2,-1,0,failure,0
cellular,4,nov,258,3,-1,0,unknown,0
unknown,2,nov,104,2,-1,0,unknown,0
unknown,5,aug,87,2,-1,0,failure,0
unknown,19,may,77,2,-1,0,failure,0
cellular,26,nov,115,1,-1,0,unknown,1
cellular,1,may,123,7,-1,0,unknown,0
cellular,22,jun,114,2,-1,0,unknown,0
unknown,9,apr,102,3,-1,5,unknown,0
cellular,4,apr,246,2,-1,0,failure,0
unknown,15,apr,430,2,-1,0,unknown,0
cellular,15,sep,152,1,-1,0,failure,0
unknown,5,oct,39,2,-1,0,unknown,0
cellular,8,aug,239,2,-1,0,unknown,0
telephone,13,apr,1403,2,-1,0,failure,0
unknown,12,nov,100,1,-1,0,unknown,0
cellular,11,jan,222,1,-1,0,unknown,0
cellular,14,aug,135,2,-1,0,unknown,0
telephone,11,oct,335,1,-1,0,success,0
unknown,12,feb,46,1,-1,0,unknown,0
unknown,21,jul,272,1,-1,0,unknown,0
cellular,5,may,110,2,-1,0,unknown,0
cellular,3,jan,171,1,39,0,unknown,0
cellular,10,jul,160,2,-1,0,unknown,0
cellular,5,jun,207,2,-1,0,failure,1
unknown,15,jul,173,1,-1,0,unknown,0
unknown,13,apr,105,1,-1,0,unknown,0
cellular,14,mar,7,3,-1,0,unknown,0
cellular,12,feb,69,1,-1,0,unknown,1
unknown,6,may,335,2,-1,0,failure,0
cellular,6,jun,504,1,-1,0,unknown,0
cellular,7,jul,263,4,-1,0,unknown,0
cellular,1,jul,390,1,-1,0,unknown,0
unknown,16,jan,70,2,-1,0,unknown,1
unknown,1,may,690,2,-1,0,other,1
cellular,14,jul,78,2,-1,0,unknown,0
unknown,5,jun,276,1,-1,0,failure,0
unknown,12,jul,94,1,-1,0,unknown,0
cellular,15,jul,16,1,-1,0,unknown,1
unknown,6,may,268,2,-1,0,failure,0
cellular,17,aug,133,1,-1,0,unknown,0
cellular,7,jul,144,1,-1,0,unknown,0
cellular,16,may,1492,3,-1,0,unknown,0
cellular,1,may,220,2,-1,0,unknown,0
telephone,2,jul,379,2,-1,0,unknown,1
unknown,13,jul,83,2,-1,0,unknown,0
cellular,29,jul,532,2,-1,6,unknown,0
unknown,4,apr,69,2,-1,0,unknown,0
cellular,15,feb,195,2,-1,0,unknown,1
cellular,1,nov,166,2,-1,0,unknown,1
unknown,2,jun,172,1,61,0,unknown,0
cellular,9,jun,130,1,-1,0,unknown,0
cellular,21,nov,516,2,-1,0,unknown,1
cellular,15,apr,35,2,-1,1,unknown,0
cellular,14,jul,195,1,-1,0,unknown,0
unknown,1,jul,82,1,-1,0,other,1
unknown,1,may,361,2,-1,0,unknown,0
telephone,9,jul,47,2,-1,0,unknown,0
cellular,14,feb,102,2,-1,0,unknown,0
unknown,5,oct,253,2,-1,0,unknown,1
unknown,7,feb,31,2,-1,0,unknown,0
unknown,2,jul,187,2,-1,0,unknown,0
unknown,12,jun,295,3,-1,0,unknown,0
unknown,12,apr,109,1,-1,0,unknown,0
cellular,14,may,284,7,-1,0,unknown,0
cellular,20,apr,668,2,-1,0,unknown,0
cellular,9,jun,239,1,-1,0,unknown,1
cellular,9,jul,19,1,-1,0,unknown,0
cellular,23,may,102,2,-1,0,unknown,1
cellular,26,jul,222,1,-1,0,unknown,0
cellular,15,jul,74,2,-1,0,unknown,0
unknown,12,sep,385,1,-1,0,unknown,0
cellular,17,may,533,2,-1,0,unknown,1
cellular,1,may,60,2,-1,0,unknown,0
telephone,7,mar,93,2,-1,0,unknown,0
cellular,14,jul,130,1,-1,0,unknown,0
unknown,8,jul,343,1,-1,0,unknown,0
cellular,4,jul,102,2,-1,0,failure,0
telephone,11,aug,231,15,-1,0,unknown,0
unknown,20,aug,195,1,33,6,unknown,0
cellular,9,jan,73,4,-1,0,unknown,0
cellular,15,may,50,1,-1,0,unknown,0
cellular,13,oct,486,7,-1,0,unknown,0
cellular,20,jul,232,1,-1,0,unknown,0
unknown,2,nov,125,1,-1,0,failure,1
telephone,16,jun,57,3,-1,0,failure,0
cellular,3,jun,210,3,-1,0,unknown,1
cellular,11,jun,54,2,-1,0,other,0
telephone,14,may,45,2,-1,0,unknown,1
cellular,8,jun,83,2,-1,0,unknown,0
cellular,7,jul,187,4,-1,0,failure,0
telephone,14,apr,1184,2,-1,0,failure,0
unknown,14,may,274,3,-1,0,unknown,0
cellular,10,nov,232,2,37,0,unknown,1
cellular,20,nov,131,1,-1,0,unknown,0
cellular,12,aug,6,2,-1,0,unknown,0
unknown,7,apr,189,2,35,6,unknown,1
cellular,7,aug,226,2,-1,0,unknown,0
unknown,17,aug,195,1,-1,0,unknown,0
unknown,21,may,32,2,143,0,unknown,0
cellular,31,dec,281,2,-1,0,unknown,1
unknown,29,jul,109,2,-1,0,unknown,0
cellular,19,jul,90,1,-1,0,unknown,0
cellular,16,jul,154,2,-1,0,unknown,0
unknown,3,jun,416,1,-1,0,unknown,0
unknown,17,may,231,1,-1,0,unknown,0
unknown,15,nov,749,2,-1,0,failure,1
unknown,7,jun,297,3,-1,0,unknown,1
cellular,4,may,262,1,103,0,unknown,0
unknown,3,feb,294,1,-1,0,unknown,0
cellular,18,oct,63,2,-1,0,unknown,0
cellular,3,jun,96,2,-1,0,failure,1
unknown,15,mar,198,2,-1,0,unknown,0
cellular,17,nov,124,2,-1,0,unknown,1
cellular,15,may,42,1,-1,0,unknown,0
cellular,19,may,152,2,-1,0,unknown,1
cellular,8,aug,596,2,-1,0,failure,0
cellular,3,jun,73,2,-1,0,unknown,0
telephone,24,aug,212,1,27,0,failure,0
cellular,15,may,174,2,-1,0,unknown,0
cellular,1,may,264,2,-1,0,unknown,1
unknown,1,jul,42,1,-1,0,unknown,0
cellular,5,nov,677,1,-1,0,other,0
unknown,14,apr,243,2,-1,0,unknown,0
cellular,7,may,230,1,-1,0,other,0
unknown,4,jul,90,4,-1,0,unknown,0
unknown,17,jan,66,1,-1,1,unknown,0
cellular,3,nov,641,1,46,0,unknown,0
cellular,3,aug,469,2,-1,0,failure,1
unknown,3,jul,228,1,-1,0,success,0
unknown,22,aug,68,1,-1,0,unknown,0
cellular,7,apr,1080,1,-1,0,failure,0
cellular,9,nov,498,3,-1,0,unknown,0
cellular,19,apr,1418,1,-1,0,unknown,0
cellular,8,apr,174,1,-1,0,failure,0
unknown,3,may,132,1,-1,0,failure,0
unknown,12,apr,136,2,-1,0,unknown,1
cellular,3,jun,5,2,-1,0,unknown,0
unknown,15,mar,252,2,-1,0,unknown,0
cellular,5,may,118,2,17,0,unknown,0
cellular,17,jul,383,1,-1,0,failure,1
unknown,28,may,177,1,-1,0,failure,0
cellular,12,feb,252,2,-1,0,unknown,0
telephone,8,aug,141,2,-1,0,unknown,0
cellular,9,jul,32,3,-1,0,unknown,0
cellular,11,jun,168,1,-1,0,unknown,0
unknown,11,jun,193,5,-1,2,unknown,0
unknown,3,apr,94,2,-1,0,unknown,0
cellular,11,may,48,2,-1,0,unknown,0
unknown,29,apr,136,1,160,0,unknown,0
cellular,10,may,98,3,-1,0,unknown,1
unknown,9,apr,64,2,-1,0,unknown,1
unknown,4,may,238,2,-1,0,unknown,1
unknown,1,jun,625,2,-1,0,unknown,0
cellular,3,apr,18,2,-1,0,unknown,0
unknown,4,jun,577,1,-1,0,unknown,1
unknown,7,may,232,1,-1,0,unknown,0
cellular,5,jul,247,1,-1,0,success,1
unknown,16,jun,125,2,-1,0,unknown,0
cellular,17,jun,295,9,-1,0,failure,0
unknown,3,may,326,2,-1,0,other,0
cellular,13,feb,355,2,-1,1,other,0
cellular,2,nov,331,2,-1,0,unknown,0
cellular,6,may,63,2,-1,0,failure,1
cellular,18,nov,138,1,-1,0,unknown,1
unknown,2,jul,996,2,-1,0,unknown,1
unknown,17,aug,38,1,-1,0,unknown,0
telephone,5,apr,270,2,-1,5,unknown,0
cellular,26,nov,76,1,-1,0,unknown,1
unknown,31,aug,472,2,-1,0,unknown,0
cellular,9,jun,71,3,-1,0,unknown,1
unknown,11,may,348,2,-1,0,unknown,0
unknown,3,apr,160,2,-1,0,failure,0
cellular,5,may,175,2,-1,0,unknown,0
unknown,30,feb,56,2,-1,0,unknown,0
cellular,12,jul,93,1,-1,0,unknown,0
cellular,15,jul,156,2,-1,0,unknown,1
cellular,27,may,259,3,34,0,unknown,0
cellular,13,may,173,2,-1,0,unknown,1
telephone,3,nov,218,2,-1,0,unknown,0
cellular,19,nov,206,2,-1,0,success,1
cellular,19,jul,187,1,-1,0,unknown,0
cellular,6,jul,16,3,-1,0,unknown,0
cellular,16,jul,186,3,-1,0,other,1
unknown,9,jun,298,2,-1,0,unknown,1
cellular,9,jul,24,2,-1,0,unknown,1
unknown,3,jul,293,1,-1,0,unknown,1
unknown,6,jul,289,1,-1,0,unknown,0
cellular,11,jul,237,2,-1,0,unknown,1
unknown,17,apr,252,2,-1,0,unknown,0
unknown,7,may,358,7,-1,0,unknown,0
cellular,28,may,34,2,-1,0,unknown,1
telephone,9,jul,104,2,-1,0,other,0
cellular,19,jul,362,1,-1,0,unknown,0
cellular,6,jul,6,7,-1,0,unknown,0
cellular,18,jun,1602,1,-1,0,unknown,1
cellular,23,aug,27,1,-1,0,failure,0
cellular,26,may,266,2,-1,0,unknown,0
telephone,16,dec,455,2,-1,0,unknown,0
cellular,14,aug,240,2,-1,0,unknown,0
unknown,3,aug,628,1,-1,0,unknown,0
unknown,3,nov,589,2,-1,0,failure,0
cellular,15,jul,390,2,-1,0,unknown,0
unknown,8,may,363,2,-1,0,unknown,0
unknown,11,jun,15,1,-1,0,unknown,0
unknown,14,feb,199,2,-1,0,unknown,0
cellular,1,sep,230,2,-1,0,unknown,0
cellular,7,nov,460,1,-1,0,unknown,1
cellular,5,jun,335,2,-1,0,unknown,0
unknown,9,jun,754,2,-1,0,success,0
cellular,31,apr,430,2,-1,0,unknown,0
unknown,24,apr,117,2,30,0,unknown,0
cellular,15,jun,411,4,-1,0,success,1
unknown,12,mar,64,1,-1,0,unknown,1
unknown,7,may,173,3,-1,0,unknown,0
unknown,4,jul,124,2,87,0,failure,0
cellular,9,may,16,2,168,0,failure,0
unknown,7,may,111,2,-1,0,unknown,1
unknown,11,nov,419,3,-1,0,failure,0
cellular,7,jul,171,2,-1,0,failure,0
cellular,1,mar,110,1,-1,0,unknown,0
cellular,7,jul,78,2,-1,0,other,0
cellular,15,jun,266,2,-1,1,unknown,0
unknown,14,may,373,2,-1,1,success,1
cellular,3,jul,174,1,-1,0,unknown,0
unknown,7,jul,918,3,362,0,success,0
unknown,8,jul,405,1,-1,8,unknown,1
telephone,7,may,171,2,163,0,unknown,0
cellular,6,apr,70,2,-1,0,unknown,0
cellular,3,apr,225,1,-1,0,unknown,1
cellular,7,jun,6,5,-1,0,unknown,0
cellular,12,aug,331,1,-1,0,failure,0
cellular,12,jul,6,1,-1,0,failure,0
telephone,21,jul,207,2,-1,0,other,1
cellular,3,jun,208,1,-1,0,unknown,0
unknown,3,may,650,2,-1,0,unknown,0
cellular,1,aug,265,1,-1,0,failure,1
cellular,8,apr,1844,1,-1,0,failure,0
cellular,12,jul,271,2,-1,0,failure,0
unknown,10,nov,352,2,-1,0,unknown,0
unknown,2,feb,262,1,110,0,unknown,0
cellular,8,jun,179,1,-1,0,failure,0
unknown,6,jun,248,2,-1,0,unknown,1
unknown,3,may,4,2,-1,0,unknown,1
cellular,14,jul,282,2,-1,0,unknown,0
cellular,15,jul,141,3,-1,0,unknown,0
cellular,20,oct,836,1,-1,0,unknown,1
unknown,16,may,1573,3,-1,0,unknown,0
cellular,7,may,332,2,-1,0,unknown,0
cellular,15,feb,164,1,-1,0,other,0
cellular,4,jul,73,1,-1,0,unknown,0
cellular,20,mar,183,1,-1,0,failure,1
unknown,9,apr,159,2,-1,0,unknown,0
cellular,6,may,2282,2,-1,0,unknown,0
unknown,1,may,187,3,-1,0,unknown,0
unknown,14,jul,34,1,-1,0,unknown,0
cellular,8,may,282,2,59,0,unknown,0
cellular,21,jun,128,2,-1,3,unknown,0
cellular,15,jun,53,2,-1,0,unknown,0
cellular,8,apr,264,2,-1,0,unknown,0
unknown,3,dec,177,1,-1,0,other,0
cellular,29,aug,181,2,-1,0,unknown,0
unknown,11,jul,295,2,-1,0,unknown,0
cellular,7,may,48,2,-1,0,unknown,1
cellular,6,nov,100,1,-1,0,unknown,1
telephone,6,aug,1048,1,-1,0,other,0
unknown,7,jul,163,2,-1,0,unknown,1
cellular,9,jun,153,1,-1,0,unknown,0
cellular,13,aug,55,2,-1,0,failure,0
cellular,7,may,130,1,-1,0,unknown,1
cellular,5,jun,450,1,-1,0,unknown,1
unknown,7,may,152,1,-1,0,unknown,0
unknown,20,jun,19,5,-1,0,unknown,1
unknown,15,may,282,2,-1,0,other,0
telephone,11,jul,570,1,-1,0,unknown,0
unknown,8,jun,452,4,-1,0,failure,0
unknown,25,nov,180,1,-1,0,unknown,1
unknown,10,jun,87,2,-1,0,unknown,0
cellular,15,jun,142,2,-1,0,unknown,1
unknown,3,nov,51,2,34,0,unknown,0
cellular,11,may,111,1,-1,0,failure,0
unknown,21,aug,43,2,-1,0,unknown,1
cellular,1,jun,371,2,-1,0,failure,0
cellular,1,may,2501,2,-1,0,failure,0
cellular,5,jul,419,2,-1,0,unknown,1
cellular,17,may,473,2,-1,0,unknown,0
cellular,5,nov,473,1,-1,0,unknown,0
cellular,20,may,505,2,105,0,unknown,0
cellular,21,aug,702,2,-1,0,failure,1
cellular,14,jul,341,1,-1,0,unknown,0
unknown,8,apr,102,1,-1,0,unknown,0
cellular,9,feb,181,3,-1,0,unknown,0
cellular,5,may,91,2,-1,0,failure,0
unknown,1,mar,166,2,-1,0,unknown,0
unknown,3,jun,389,2,-1,0,unknown,1
unknown,17,aug,149,1,-1,0,unknown,1
cellular,1,may,132,2,-1,0,unknown,0
cellular,24,apr,277,1,-1,0,unknown,0
cellular,9,mar,79,2,-1,0,failure,0
cellular,5,jul,62,2,97,0,unknown,1
cellular,20,jul,62,2,-1,0,failure,0
unknown,3,apr,240,1,-1,0,unknown,1
cellular,3,aug,262,1,-1,0,unknown,0
unknown,16,aug,61,1,-1,0,unknown,1
unknown,1,may,75,1,-1,0,unknown,1
cellular,10,nov,30,2,-1,0,unknown,0
unknown,15,may,212,1,-1,0,unknown,0
